,neg,neu,pos,compound,word_count
478,0.0,0.769,0.231,0.2732,8
479,0.248,0.678,0.075,-0.6597,37
480,0.0,1.0,0.0,0.0,4
481,0.0,1.0,0.0,0.0,5
482,0.0,1.0,0.0,0.0,4
483,0.0,1.0,0.0,0.0,10
484,0.0,1.0,0.0,0.0,32
485,0.0,1.0,0.0,0.0,10
486,0.0,1.0,0.0,0.0,9
487,0.0,1.0,0.0,0.0,5
488,0.217,0.783,0.0,-0.6908,18
489,0.0,1.0,0.0,0.0,10
490,0.0,1.0,0.0,0.0,10
491,0.0,0.729,0.271,0.3818,8
492,0.0,0.816,0.184,0.6369,25
493,0.053,0.947,0.0,-0.25,37
494,0.0,1.0,0.0,0.0,10
495,0.0,1.0,0.0,0.0,14
496,0.0,1.0,0.0,0.0,5
497,0.0,1.0,0.0,0.0,4
498,0.535,0.465,0.0,-0.3182,4
499,0.0,1.0,0.0,0.0,12
500,0.0,1.0,0.0,0.0,8
501,0.0,0.791,0.209,0.4404,12
502,0.0,1.0,0.0,0.0,5
503,0.0,1.0,0.0,0.0,9
504,0.0,1.0,0.0,0.0,24
505,0.143,0.857,0.0,-0.3252,15
506,0.0,1.0,0.0,0.0,9
507,0.0,1.0,0.0,0.0,12
508,0.0,1.0,0.0,0.0,1
509,0.0,1.0,0.0,0.0,2
510,0.0,1.0,0.0,0.0,3
511,0.0,1.0,0.0,0.0,13
512,0.0,0.857,0.143,0.3612,16
513,0.0,0.805,0.195,0.4404,15
514,0.0,1.0,0.0,0.0,6
515,0.0,1.0,0.0,0.0,3
516,0.0,1.0,0.0,0.0,8
517,0.0,1.0,0.0,0.0,30
518,0.0,1.0,0.0,0.0,3
519,0.0,1.0,0.0,0.0,10
520,0.0,1.0,0.0,0.0,6
521,0.0,1.0,0.0,0.0,37
522,0.0,1.0,0.0,0.0,23
523,0.0,0.887,0.113,0.3182,19
524,0.0,1.0,0.0,0.0,10
525,0.0,1.0,0.0,0.0,7
526,0.0,1.0,0.0,0.0,3
527,0.0,1.0,0.0,0.0,25
528,0.0,1.0,0.0,0.0,9
529,0.0,0.836,0.164,0.6908,34
530,0.0,1.0,0.0,0.0,3
531,0.0,1.0,0.0,0.0,30
532,0.239,0.761,0.0,-0.296,8
533,0.0,1.0,0.0,0.0,9
534,0.0,1.0,0.0,0.0,12
535,0.0,1.0,0.0,0.0,18
536,0.0,0.587,0.413,0.8898,18
537,0.0,0.704,0.296,0.4939,12
538,0.0,1.0,0.0,0.0,6
539,0.171,0.829,0.0,-0.872,53
540,0.128,0.745,0.127,-0.0034,16
541,0.081,0.842,0.077,-0.0258,27
542,0.118,0.882,0.0,-0.25,17
543,0.608,0.392,0.0,-0.4767,3
544,0.562,0.438,0.0,-0.8271,9
545,0.0,1.0,0.0,0.0,4
546,0.137,0.687,0.176,0.2263,19
547,0.0,1.0,0.0,0.0,4
548,0.0,0.848,0.152,0.3612,15
549,0.0,1.0,0.0,0.0,16
550,0.253,0.747,0.0,-0.5233,11
551,0.238,0.564,0.198,-0.1604,11
552,0.127,0.701,0.172,0.1779,15
553,0.0,1.0,0.0,0.0,6
554,0.0,0.839,0.161,0.3612,15
555,0.306,0.694,0.0,-0.296,6
556,0.153,0.606,0.241,0.2893,18
557,0.0,1.0,0.0,0.0,8
558,0.0,1.0,0.0,0.0,16
559,0.0,1.0,0.0,0.0,8
560,0.0,1.0,0.0,0.0,16
561,0.196,0.804,0.0,-0.296,10
562,0.0,1.0,0.0,0.0,34
563,0.0,0.526,0.474,0.4019,4
564,0.0,0.928,0.072,0.1796,25
565,0.0,0.674,0.326,0.4404,7
566,0.0,1.0,0.0,0.0,1
567,0.0,1.0,0.0,0.0,8
568,0.0,1.0,0.0,0.0,10
569,0.041,0.959,0.0,-0.2023,43
570,0.0,0.797,0.203,0.6249,22
571,0.0,0.842,0.158,0.4939,18
572,0.0,0.72,0.28,0.5423,10
573,0.0,1.0,0.0,0.0,20
574,0.0,0.649,0.351,0.6597,13
575,0.065,0.935,0.0,-0.3919,41
576,0.0,0.716,0.284,0.872,29
577,0.0,0.606,0.394,0.5994,8
